airline_id,name,alias,iata,icao,callsign,country,active
11761,VIP Ecuador,,V6,,,Ecuador,Y
11762,Transportes Aereos Cielos Andinos,,,NDN,ANDINOS,Peru,Y
11763,Peruvian Airlines,,P9,,,Peru,Y
11765,EasyFly,,,EFY,EASYFLY,Colombia,Y
11767,Polar Airlines,,ЯП,,,Russia,Y
11794,Catovair,,OC,,CATOVAIR,Mauritius,Y
11795,Andalus Lineas Aereas,,,ANU,Andalus,Spain,Y
11798,Air 26,,,DCD,DUCARD,Angola,Y
11800,Mauritania Airways,,,MTW,MAURITANIA AIRWAYS,Mauritania,Y
11802,CEIBA Intercontinental,,,CEL,CEIBA LINE,Equatorial Guinea,Y
11804,Halcyonair,,7Z,,CREOLE,Cape Verde,Y
11805,Business Aviation,,4P,,AFRICAN BUSINESS,Congo (Kinshasa),Y
11806,Compagnie Africaine d\\'Aviation,,E9,,AFRICOMPANY,Congo (Kinshasa),Y
11808,Zambia Skyways,,K8,,ZAMBIA SKIES,Zambia,Y
11811,AlMasria Universal Airlines,,UJ,LMU,ALMASRIA,Egypt,Y
11813,EgyptAir Express,,,MSE,EGYPTAIR EXPRESS,Egypt,Y
11814,SmartLynx Airlines,,6Y,,,Latvia,Y
11815,Air Italy Egypt,,,EUD,,Egypt,Y
11816,KoralBlue Airlines,,K7,KBR,KORAL BLUE,Egypt,Y
11820,Wind Rose Aviation,,,WRC,WIND ROSE,Ukraine,Y
11823,Elysian Airlines,,E4,GIE,,Cameroon,Y
11833,Sevenair,,,SEN,SEVENAIR,Tunisia,Y
11834,Hellenic Imperial Airways,,HT,IMP,IMPERIAL,Greece,Y
11836,Amsterdam Airlines,,WD,AAN,AMSTEL,Netherlands,Y
11838,Arik Niger,,Q9,NAK,,Niger,Y
11839,Dana Air,,DA,,DANACO,Nigeria,Y
11840,STP Airways,,8F,STP,SAOTOME AIRWAYS,Sao Tome and Principe,Y
11843,Med Airways,,7Y,,FLYING CARPET,Lebanon,Y
11850,Skyjet Airlines,,UQ,SJU,SKYJET,Uganda,Y
11855,Air Volga,,G6,,GOUMRAK,Russia,Y
11856,Transavia Denmark,,,TDK,,Denmark,Y
11857,Royal Falcon,,RL,RFJ,,Jordan,Y
11873,Euroline,,4L,MJX,GEO-LINE,Georgia,Y
11943,Turkuaz Airlines,,,TRK,TURKU,Turkey,Y
11947,Athens Airways,,ZF,,ATHENSAIR,Greece,Y
11948,Viking Hellas,,VQ,VKH,DELPHI,Greece,Y
11949,Norlandair,,,FNA,NORLAND,Iceland,Y
11950,Flugfelag Vestmannaeyja,,,FVM,ELEGANT,Iceland,Y
11963,Starline.kz,,DZ,,ALUNK,Kazakhstan,Y
12960,Lugansk Airlines,,L7,,ENTERPRISE LUHANSK,Ukraine,Y
12961,Gryphon Airlines,,6P,,,United States,Y
12962,Gadair European Airlines,,GP,GDR,GADAIR,Spain,Y
12965,Spirit of Manila Airlines,,SM,MNP,MANILA SKY,Philippines,Y
12975,Chongqing Airlines,,OQ,CQN,CHONG QING,China,Y
12976,Grand China Air,,,GDC,GRAND CHINA,China,Y
12978,West Air China,,PN,CHB,WEST CHINA,China,Y
12997,QatXpress,qatXpress,C3,QAX,,Qatar,Y
13076,OneChina,OneChina,1C,1CH,,China,Y
13088,NordStar Airlines,,Y7,,,Russia,Y
13089,Joy Air,,JR,JOY,JOY AIR,China,Y
13105,Air India Regional,,CD,,ALLIED,India,Y
13106,MDLR Airlines,,9H,,MDLR,India,Y
13107,Jagson Airlines,,,JGN,JAGSON,India,Y
13108,Maldivian,,Q2,,ISLAND AVIATION,Maldives,Y
13130,Xpressair,,XN,,,Indonesia,Y
13178,Strategic Airlines,,VC,,,Australia,Y
13181,Fars Air Qeshm,,,QFZ,FARS AIR,Iran,Y
13187,Eastok Avia,,,EAA,,Kyrgyzstan,Y
13188,Jupiter Airlines,,,JPU,JUPITERAIR,United Arab Emirates,Y
13189,Vision Air International,,,VIS,,Pakistan,Y
13190,Al-Naser Airlines,,,,,Iraq,Y
13200,Fuji Dream Airlines,,JH,,FUJI DREAM,Japan,Y
13202,Korea Express Air,,,KEA,,South Korea,Y
13209,Eznis Airways,,,EZA,EZNIS,Mongolia,Y
13211,Pacific Flier,,,PFL,KOROR,Palau,Y
13217,Syrian Pearl Airlines,,,PSB,,Syria,Y
13218,SGA Airlines,,5E,,SIAM,Thailand,Y
13242,Air2there,,F8,,,New Zealand,Y
13254,Avianova (Russia),,AO,,Nova,Russia,Y
13303,Parmiss Airlines (IPV),,PA,IPV,IPV,Iran,Y
13304,EuropeSky,,ES,EUV,EuropeSky,Germany,Y
13306,BRAZIL AIR,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,Y
13335,Homer Air,Homer Sky,MR,OME,,Germany,Y
13391,U.S. Air,,-+,--+,,United States,Y
13394,Jayrow,,\\',\\'\\,,Australia,Y
13397,Wilderness Air,,;;,,,Australia,Y
13398,Whitaker Air,,^^,,,Australia,Y
13633,PanAm World Airways,,WQ,PQW,,United States,Y
13690,Virginwings,,YY,VWA,,Germany,Y
13704,KSY,Kreta Sky,KY,KSY,KSY,Greece,Y
13732,Buquebus Líneas Aéreas,,BQ,BQB,,Uruguay,Y
13734,SOCHI AIR,SOCHI,CQ,KOL,SLOW FROG,Russia,Y
13757,Wizz Air Ukraine,,WU,WAU,WIZZAIR UKRAINE,Ukraine,Y
13781,88,,47,VVN,,Cyprus,Y
13815,LCM AIRLINES,,LQ,LMM,,Russia,Y
13899,Cambodia Angkor Air (K6),,K6,,,Cambodia,Y
13936,Royal European Airlines,,69,,,United Kingdom,Y
13947,Tom\\'s & co airliners,Tom\\'s air,&T,T&O,T&,France,Y
13983,Azul,Azul Linhas Aéreas Brasileiras,AD,AZU,,Brazil,Y
14061,LSM Airlines,slowbird,PQ,LOO,slowbird,Russia,Y
14069,Zapolyarie Airlines,Zapolyarye Airlines,,PZY,,Russia,Y
14073,Finlandian,,,FN1,,Finland,Y
14094,LionXpress,lionXpress,C4,LIX,LIX,Cameroon,Y
14118,Genesis,,GK,,,Pakistan,Y
14388,Congo Express,,XZ,,EXPRESSWAYS,Congo (Kinshasa),Y
14485,Fly Dubai,,FZ,FDB,,United Arab Emirates,Y
14620,Domenican Airlines,Domenican,D1,MDO,Domenican,Dominican Republic,Y
14679,ConneX European Airline,,,2CO,ConneX,Austria,Y
14849,Aereonautica militare,,JY,AXZ,,Italy,Y
14858,Kal Star Aviation,,,KLS,,Indonesia,Y
14881,LSM AIRLINES ,Russian. Yours Air Lines ,YZ,YZZ,Moscow frog ,Russia,Y
15814,UTair-Express,,UR,,,Russia,Y
15837,Huaxia,HUAXIA,G5,,,China,Y
15867,Zabaykalskii Airlines,Baikal Airlines,ZP,ZZZ,Lakeair,Russia,Y
15887,CBM America,,,XBM,AIRMAX,United States,Y
15893,Marysya Airlines,MARYSYA AIRLINES,M4,1QA,MARSHAK AIR,Russia,Y
15897,N1,,N1,,,Peru,Y
15930,Airlink (SAA),,4Z,,,South Africa,Y
15939,Westfalia Express VA,,,WFX,,Germany,Y
15953,JobAir,,3B,,,Czech Republic,Y
15975,Black Stallion Airways,,BZ,BSA,Stallion,United States,Y
15984,German International Air Lines,Germanair,GM,GER,,Germany,Y
15985,TrasBrasil,,TB,TBZ,,Brazil,Y
15989,TransBrasil Airlines,,TH,THS,,Brazil,Y
15999,China SSS,Chunqiu Airlines,9C,,,China,Y
16084,AIR INDOCHINE,,,IIA,,Vietnam,Y
16100,Happy Air,,,HPY,,Thailand,Y
16101,Solar Air,,,SRB,Solar Air,Thailand,Y
16103,Air Mekong,,P8,MKG,Air Mekong,Vietnam,Y
16110,Harbour Air (Priv),,H3,,,Canada,Y
16116,Air Hamburg (AHO),,HH,AHO,Air Hamburg,Germany,Y
16120,ZABAIKAL AIRLINES,ZABAIKAL ,Z6,ZTT,BAIKAL ,Russia,Y
16127,TransHolding,Trans,TI,THI,,Brazil,Y
16130,SUR Lineas Aereas,,,SZZ,,Argentina,Y
16131,Aerolineas Africanas,,,AA1,,Guinea,Y
16133,Yeti Airways,,YT,,,Nepal,Y
16135,Yellowstone Club Private Shuttle,,Y1,,YCS,United States,Y
16136,Caucasus Airlines,,NS,,,Georgia,Y
16139,Serbian Airlines,,S1,SA1,,Serbia,Y
16149,Windward Islands Airways,,WM,,Winair,Netherlands Antilles,Y
16150,TransHolding System,,YO,TYS,,Brazil,Y
16151,CCML Airlines,,CB,CCC,,Colombia,Y
16198,Small Planet Airlines,,,ELC,,Lithuania,Y
16234,Fly Brasil,Fly Brasil,F1,FBL,FBL,Brazil,Y
16261,CB Airways UK ( Interliging Flights ),,1F,CIF,,United Kingdom,Y
16262,Fly Colombia ( Interliging Flights ),,3F,3FF,,Colombia,Y
16264,Trans Pas Air,,T6,TP6,,United States,Y
16273,KMV,,МИ,,Air Minvody,Russia,Y
16323,Himalayan Airlines,Himalaya,HC,HYM,Himalayan,Nepal,Y
16327,Indya Airline Group,Indya1,G1,IG1,Indya1,India,Y
16329,Sunwing,,WG,,sunwing,Canada,Y
16358,Turkish Wings Domestic,,,TWD,TWD,Turkey,Y
16359,Japan Regio,,ZX,ZXY,,Japan,Y
16362,OCEAN AIR CARGO,,,IXO,,India,Y
16363,Norte Lineas Aereas,NORTE,N0,,,Argentina,Y
16364,Austral Brasil,Austral Brasil lineas aereas,W7,,,Brazil,Y
16373,PEGASUS AIRLINES-,,H9,,,Turkey,Y
16409,Nihon.jet connect,,,NX1,,Kyrgyzstan,Y
16415,Camair-co,,QC,,,Cameroon,Y
16459,Sky Regional,Air Canada Express,RS,SKV,Sky Regional,Canada,Y
16507,LSM International ,Moskva-air,II,UWW,moose,Russia,Y
16508,Baikotovitchestrian Airlines ,,BU,BUU,,American Samoa,Y
16511,Luchsh Airlines ,Air luch,L4,LJJ,russian sky,Russia,Y
16556,ENTERair,,,QQQ,,Poland,Y
16585,Air Cargo Germany,,6U,,Loadmaster,Germany,Y
16615,Mongolian International Air Lines ,Mongol Air ,7M,ZTF,Mongol_AIr ,Mongolia,Y
16624,Tway Airlines,,TW,TWB,TWAY AIR,South Korea,Y
16625,Papillon Grand Canyon Helicopters,,HI,,,United States,Y
16628,Jusur airways,,JX,JSR,,Egypt,Y
16645,NEXT Brasil,NEXT,XB,NXB,XB,Brazil,Y
16660,AeroWorld ,Sovet Air ,W4,WER,sovet,Russia,Y
16695,GNB Linhas Aereas,,GN,,,Brazil,Y
16702,Usa Sky Cargo,USky,E1,ES2,USKY,United States,Y
16707,Hankook Airline,,HN,HNX,HNX,South Korea,Y
16717,REDjet,,Z7,,,Barbados,Y
16720,Red Jet Andes,,PT,,,Peru,Y
16721,Red Jet Canada,,QY,,,Canada,Y
16723,Sprintair,,,SRN,,Poland,Y
16724,Red Jet Mexico,,4X,,,Mexico,Y
16725,Marusya Airways,Marusya Air,Y8,MRS,snowball,Russia,Y
16726,Era Alaska,,7H,ERR,ERAH,United States,Y
16728,AirRussia,RussianConector,R8,RRJ,russiancloud,Russia,Y
16735,Hankook Air US,,H1,HA1,,United States,Y
16794,Carpatair Flight Training,,,SMW,Smartwings,Romania,Y
16796,I-Fly,,H5,RSY,RUSSIAN SKY,Russia,Y
16826,Whitejets,,,WTJ,WHITEJET,Brazil,Y
16837,VickJet,,KT,VKJ,Vickjet,France,Y
16844,BVI Airways,,XV,,,British Virgin Islands,Y
16858,Hamburg Airways,,,HAY,,Germany,Y
16860,Salsa d\\'Haiti,,SO,SLC,SALSA,Haiti,Y
16867,Zambezi Airlines (ZMA),,ZJ,,,Zambia,Y
16868,Kan Air,,,KND,Kan Air,Thailand,Y
16881,Air Cudlua,Air Cudlua,,CUD,Cudlua,United Kingdom,Y
16882,Polet Airlines (Priv),,YQ,,,Russia,Y
16895,Air Explore,,,AXE,,Slovakia,Y
16901,12 North,,12,N12,12N,India,Y
16919,Holidays Czech Airlines,,,HCC,,Czech Republic,Y
16921,Comtel Air,,,COE,,Austria,Y
16926,Mint Airways,,,MIC,,Spain,Y
16932,Orbit Airlines,Orbit,,OBT,Orbit,United States,Y
16939,Air Bucharest,,,BUR,,Romania,Y
16940,AlbaStar,,,LAV,,Spain,Y
16942,Mauritania Airlines International,,L6,MAI,,Mauritania,Y
16956,MAT Airways,,6F,MKD,,Macedonia,Y
16960,Asian Wings Airways,,AW,AWM,Asian Star,Burma,Y
16963,Air Arabia Egypt,,E5,RBG,,Egypt,Y
16967,Eagles Airlines,,,EGS,EAGLES,Italy,Y
16973,YES Airways,,,YEP,,Poland,Y
16975,Alitalia Cityliner,,CT,,,Italy,Y
16983,Direct Aero Services,,,DSV,,Romania,Y
16985,Medallion Air,,,MDP,MEDALS,Romania,Y
17022,Orchid Airlines,,OI,ORC,,Australia,Y
17023,Asia Wings,,Y5,AWA,,Kazakhstan,Y
17026,Georgian International Airlines,,,GNN,GEO-LINE,Georgia,Y
17027,Air Batumi,,,BTM,,Georgia,Y
17082,Skywest Australia,,XR,,,Australia,Y
17083,Nile Air,,NP,NIA,NILEBIRD,Egypt,Y
17086,Feeder Airlines,,,FDD,,Sudan,Y
17094,Senegal Airlines,,DN,SGG,,Senegal,Y
17095,Fly 6ix,,6I,,,Sierra Leone,Y
17099,Starbow Airlines,,S9,,,Ghana,Y
17115,Copenhagen Express,,0X,CX0,Copex,Denmark,Y
17408,BusinessAir,,8B,BCC,,Thailand,Y
17519,SENIC AIRLINES,,YR,,,United States,Y
17563,XOJET,,,XOJ,,United States,Y
17571,Sky Wing Pacific,,C7,CR7,,South Korea,Y
17572,Bateleur Air,,,BEU,,South Africa,Y
17574,Air Indus,Indus Airlines Pak,PP,AI0,AIPL,Pakistan,Y
17628,Orbit International Airlines,,,OAI,OA,United States,Y
17629,Orbit Regional Airlines,,,OAR,OA,United States,Y
17630,Orbit Atlantic Airways,,,OAN,,United States,Y
17658,Volotea,,,VOO,Volotea,Spain,Y
17675,Peach Aviation,,MM,,Air Peach,Japan,Y
17694,Helitt Líneas Aéreas,,,HTH,,Spain,Y
17695,Russia State Transport,Federal State Budget Inst,,RSD,STATE AERO,Russia,Y
17726,Malaysia Wings,,,MWI,MWI,Malaysia,Y
17750,Aviabus,,U1,ABI,,Russia,Y
17780,Michael Airlines,Javi,DF,MJG,MJG,Puerto Rico,Y
17786,Korongo Airlines,,ZC,KGO,KORONGO,Congo (Kinshasa),Y
17794,Indonesia Sky,,I5,IDS,,Indonesia,Y
17841,Aws express,,B0,666,aws,United States,Y
17859,Southjet,,76,SJS,,United States,Y
17860,Southjet connect,,77,ZCS,,United States,Y
17862,Southjet cargo,,78,XAN,,United States,Y
17881,Iberia Express,,I2,IBS,,Spain,Y
17885,Interjet (ABC Aerolineas),,4O,,INTERJET,Mexico,Y
17889,AirOnix,,OG,,,Ukraine,Y
17890,Nordic Global Airlines,,NJ,NGB,Nordic Global,Finland,Y
17891,Scoot,,TZ,SCO,,Singapore,Y
17909,Hi Fly (5K),,5K,,,Portugal,Y
17911,China Northwest Airlines (WH),,WH,,,China,Y
17935,Zenith International Airline,Zenith,ZN,ZNA,ZENITH,Thailand,Y
17936,Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,OAB,Orbitaz,Azerbaijan,Y
17989,Air Alps Aviation (A6),,A6,,ALPAV,Austria,Y
18076,Flying kangaroo Airline,Skippy,,FKA,Skippy,Australia,Y
18083,RusJet,,,RSJ,,Russia,Y
18118,VietJet Air,VietJet,,VJC,VIETJETAIR,Vietnam,Y
18169,Patriot Airways,,P4,,,United States,Y
18178,Vision Airlines (V2),,V2,RBY,RUBY,United States,Y
18232,BQB Lineas Aereas,Buquebus,5Q,,,Uruguay,Y
18237,AirAsia Japan,,,WAJ,WING ASIA,Japan,Y
18239,Yellowtail,,YE,YEL,,United States,Y
18241,Royal Airways,Royal Inc.,KG,RAW,RAW,United States,Y
18252,FlyHigh Airlines Ireland (FH),,FH,FHI,FLYHIRELAND,Ireland,Y
18257,Executive AirShare,,,XSR,,United States,Y
18475,Hebei Airlines,,,HBH,Hebei Air,China,Y
18476,Air KBZ,,,KBZ,Air KBZ,Burma,Y
18477,Aero VIP (2D),,2D,,,Portugal,Y
18497,Yangon Airways Ltd.,,YH,,,Burma,Y
18529,T.J. Air,,TJ,TJA,T.J. Air,United States,Y
18543,SkyWork Airlines ,,SX,,SKYFOX,Switzerland,Y
18553,Maastricht Airlines,,W2,,,Netherlands,Y
18617,Euro Jet,,24,,,Germany,Y
18621,Ukraine Atlantic,,,UAT,,Ukraine,Y
18668,Nesma Airlines,,,NMA,Nesma Airlines,Egypt,Y
18672,East Horizon,,,EHN,EAST HORIZON,Afghanistan,Y
18676,Air Majoro,,,MJP,Air Majoro,Peru,Y
18692,Rotana Jet,,,RJD,ROTANA,United Arab Emirates,Y
18700,SOCHI AIR CHATER,Sochi Air ,Q3,QER,russian doll,Russia,Y
18702,Denim Air ,FlyNonstop,J7,,DNM,Norway,Y
18732,Malindo Air,,OD,MXD,Malindo,Malaysia,Y
18781,Hermes Airlines,,,HRM,HERMES,Greece,Y
18825,Flightlink Tanzania,Flightlink,Z9,,,Tanzania,Y
18828,IzAvia,,I8,,,Russia,Y
18860,Катэкавиа,,,КТК,,Russia,Y
18863,Псковавиа,Псков Авиа,,PKV,,Russia,Y
18930,Maryland Air,Maryland,M1,M1F,Maryland Flight,United States,Y
18944,Insel Air (7I/INC) (Priv),,7I,,,Netherlands Antilles,Y
18946,VivaColombia,,5Z,VVC,,Colombia,Y
18952,Flybe Finland Oy,,,FCM,FINNCOMM,Finland,Y
18959,Bingo Airways,Bingo,,BGY,,Poland,Y
19007,Bluebird Airways (BZ),,,BBG,,Greece,Y
19016,Apache Air,Apache,ZM,IWA,APACHE,United States,Y
19026,MHS Aviation GmbH,,M2,,,Germany,Y
19030,Jettor Airlines,Jettor,NR,JTO,JETHAPPY,Hong Kong,Y
19215,Flyme (VP),,,VQI,,Maldives,Y
19225,Thai Lion Air,,SL,,,Thailand,Y
19244,Golden Myanmar Airlines,,,GMR,Golden Myanmar,Burma,Y
19276,Canaryfly,,,CNF,,Spain,Y
19280,Sunrise Airways,,,KSZ,,Haiti,Y
19287,National Air Cargo,,N8,NCR,,United States,Y
19290,Eastern Atlantic Virtual Airlines,,13,EAV,EAVA,United States,Y
19305,Citilink Indonesia,,QG,,SUPERGREEN,Indonesia,Y
19337,Transair,,,TTZ,,Canada,Y
19350,Comfort Express Virtual Charters Albany,,,EVC,Comfort Express,United States,Y
19351,Comfort Express Virtual Charters,,,CEO,,United States,Y
19359,FLYJET,,,FYJ,Fast Jet,Poland,Y
19361,Snowbird Airlines,,S8,SBD,,Finland,Y
19363,Russkie Krylya,,,KRY,,Russia,Y
19367,Kharkiv Airlines,,KH,KHK,,Ukraine,Y
19433,XAIR USA,,XA,XAU,XAIR,United States,Y
19451,Air Costa,,LB,,,India,Y
19459,Simrik Airlines,,,RMK,,Nepal,Y
19473,XPTO,XPTO  ,XP,XPT,XPTO,Portugal,Y
19474,Royal Flight,,,DME,,Russia,Y
19525,BBN-Airways,BlackBurn,,EGH,BBN,United Kingdom,Y
19531,Tomsk-Avia,,,TKS,,Russia,Y
19541,Malawian Airlines,,3W,,,Malawi,Y
19548,Yeti Airlines ,,,NYT,,Nepal,Y
19567,Avilu,Avilu' SA,..,...,,Switzerland,Y
19582,Air Serbia,,JU,ASL,AIR SERBIA,Serbia,Y
19599,Skyline Ulasim Ticaret A.S.,Skyline Ulasim Ticaret A.S.,,KCU,Kocoglu,Turkey,Y
19610,Air Lituanica,Air Lituanica,LT,LTU,LITUANICA,Lithuania,Y
19619,Envoy Air,,,ENY,Envoy,United States,Y
19651,CARICOM AIRWAYS (BARBADOS) INC.,CARICOM AIRWAYS,,CCB,,Barbados,Y
19674,Rainbow Air (RAI),Rainbow Air (RAI),RN,RAB,Rainbow,United States,Y
19675,Rainbow Air Canada,Rainbow Air CAN,RY,RAY,Rainbow CAN,Canada,Y
19676,Rainbow Air Polynesia,Rainbow Air POL,RX,RPO,Rainbow Air,United States,Y
19677,Rainbow Air Euro,Rainbow Air EU,RU,RUE,Rainbow Air,United Kingdom,Y
19678,Rainbow Air US,Rainbow Air US,RM,RNY,Rainbow Air,United States,Y
19745,Transilvania,,,TNS,,Romania,Y
19751,Dobrolet,Добролёт,QD,DOB,DOBROLET,Russia,Y
19774,Spike Airlines,Aero Spike,S0,SAL,Spike Air,United States,Y
19776,Grand Cru Airlines,,,GCA,,Lithuania,Y
19785,Go2Sky,,,RLX,RELAX,Slovakia,Y
19803,All Argentina,All Argentina,L1,AL1,,Argentina,Y
19804,All America,All America,A2,AL2,,United States,Y
19805,All Asia,All Asia,L9,AL3,,China,Y
19806,All Africa,All Africa,9A,99F,,South Africa,Y
19807,Regionalia México,Regionalia México,N4,J88,,Mexico,Y
19808,All Europe,All Europe,N9,N99,,United Kingdom,Y
19809,All Spain,All Spain,N7,N77,,Spain,Y
19810,Regional Air Iceland,Regional Air Iceland,9N,N78,,Iceland,Y
19812,Voestar,Voestar Brasil,8K,K88,,Brazil,Y
19813,All Colombia,All Colombia,7O,7KK,,Colombia,Y
19814,Regionalia Uruguay,Regionalia Uruguay,2X,2K2,,Uruguay,Y
19815,Regionalia Venezuela,Regionalia Venezuela,9X,9XX,,Venezuela,Y
19827,Regionalia Chile,Regionalia Chile,9J,CR1,,Chile,Y
19828,Vuela Cuba,Vuela Cuba,6C,6CC,,Cuba,Y
19830,All Australia,All Australia,88,8K8,,Australia,Y
19831,Fly Europa,,ER,RWW,,Spain,Y
19834,FlyPortugal,,PO,FPT,FlyPortugal,Portugal,Y
19886,Spring Airlines Japan,,IJ,SJO,,Japan,Y
19890,Dense Airways,,KP,DWA,DENSE,United States,Y
19891,Dense Connection,,KZ,DC2,DC2,United States,Y
19908,Vuola Italia,Vuola Italia,4S,VI4,,Italy,Y
19917,Jet Suite,,,RSP,Red Stripe,United States,Y
19923,Fly Jamaica Airways,,,FJM,Greenheart,Jamaica,Y
19927,Island Express Air,,1X,,Abby Air,Canada,Y
19928,All Argentina Express,All Argentina Express,Z0,Z9H,,Argentina,Y
19930,Thai Smile Airways,THAI Smile,WE,,THAI SMILE,Thailand,Y
19944,International AirLink,,I4,,,Jamaica,Y
19963,Real Tonga,,RT,,,Tonga,Y
19970,All America AR,All America Argentina,2R,M7A,,Argentina,Y
19971,All America CL,All America Chile,1R,R1R,,Chile,Y
19974,SOCHI AIR EXPRESS,ADLER EXPRESS,Q4,SAE,ADLER EXPRESS,Russia,Y
19977,All America BR,All America Brasil,1Y,A9B,,Brazil,Y
20004,Volotea Costa Rica,Volotea Costa Rica,9V,VC9,,Costa Rica,Y
20017,Fly Romania,,X5,OTJ,TENDER AIR,Romania,Y
20047,Eagle Atlantic Airlines,,E2,,,Ghana,Y
20051,Fly Africa Zimbabwe,Zimbabwe flyafrica.com,,FZW,Fresh Express,Zimbabwe,Y
20060,San Dima Air,(Cyber Airlines) Not Real,,SDI,FAREFLIGHT,United States,Y
20073,All America CO,All America Colombia,0Y,7ZC,,Colombia,Y
20074,All America MX,All America México,0M,0MM,,Mexico,Y
20110,FOX Linhas Aereas,,FX,FOX,,Brazil,Y
20127,Air Kenya (Priv),,QP,,,Kenya,Y
20144,Via Conectia Airlines,Via Conectia,6V,CZV,,Uruguay,Y
20155,Hebradran Air Services,,,HBR,Hebradran,United Kingdom,Y
20158,Pobeda,,,PBD,POBEDA,Russia,Y
20160,City Airways,,E8,GTA,CITY AIR,Thailand,Y
20170,Norwegian Long Haul AS,,DU,NLH,NORSTAR,Norway,Y
20186,BA101,,,710,,United Kingdom,Y
20207,TransNusa Air,,M8,TNU,TRANSNUSA,Indonesia,Y
20218,Tomp Airlines,Tomp Airlines,ZT,T9P,,Chile,Y
20220,Fuzhou Airlines,,,FZA,,China,Y
20221,Sky Angkor Airlines (ZA),,,SWM,SKY ANGKOR,Cambodia,Y
20222,OneJet,,J1,,,United States,Y
20224,Global Airlines,Global Airlines,0G,GA0,,Argentina,Y
20225,Mann Yadanarpon Airlines,,,MYP,MANN ROYAL,Burma,Y
20264,Air Vistara,Tata SIA Airlines,UK,VTI,,India,Y
20268,TransRussiaAirlines,TransRus,1E,RGG,,Russia,Y
20270,Severstal Air Company,,D2,,,Russia,Y
20282,REXAIR VIRTUEL,,RR,RXR,Rexair,France,Y
20285,WestJet Encore,Encore,WR,WEN,Encore,Canada,Y
20286,Air Pegasus,,OP,PPL,,India,Y
20288,International Europe,International,9I,INE,,Spain,Y
20293,Sky Regional Airlines,,,SKV,Maple,Canada,Y
20401,V Air,V Air Taiwan,ZV,VAX,,Taiwan,Y
20415,Cello Aviation,,,CLJ,CELLOJET,United Kingdom,Y
20478,Pouya Air,,,PYA,,Iran,Y
20565,Boutique Air (Priv),,4B,BTQ,,United States,Y
20566,FlyEgypt,FlyEgypt,,FEG,,Egypt,Y
20577,VOLOTEA Airways,,V7,VOE,,Spain,Y
20599,INAVIA Internacional,Internacional,Z5,IIR,,Argentina,Y
20607,Liberty Airways,,LE,LTY,,United States,Y
20608,Аэросервис,,АЯ,,,Russia,Y
20653,Aeronautica Militare,,,IAM,Italian Airforce,Italy,Y
20657,Bassaka airlines,,5B,BSX,5B,Cambodia,Y
20675,Jetstar Japan ,,,JJP,ORANGE LINER,Japan,Y
20686,SkyBahamas Airlines,,Q7,,TROPICAL SKY,Bahamas,Y
20695,UVT Aero,,UW,,,Russia,Y
20698,First Flying,,,DAK,,Japan,Y
20710,Silver Airways (3M),,3M,,Silver Wings,United States,Y
20716,AtlasGlobal Ukraine,,,UJX,Atlas Ukraine,Ukraine,Y
20725,Boliviana de Aviacion (OB),BoA,,BOV,BOLIVIANA,Bolivia,Y
20726,US-Bangla Airlines,,,UBG,,Bangladesh,Y
20729,Norwegian Air International (D8),,,IBK,NORTRANS,Norway,Y
20752,ATA Airlines (Iran),هواپیمایی آتا,I3,,ATALAR,Iran,Y
20769,VIA Líneas Aéreas,VIA,V1,VIA,,Argentina,Y
20802,GermanXL,,GX,GXG,,Germany,Y
20808,Alghanim,,,KYA,,United States,Y
20824,Indonesa Air Aisa X,,,IDX,Red Phoenix,Indonesia,Y
20827,Fly France,Fly France,FF,FRF,,France,Y
20875,Jota Aviation,,,ENZ,ENZO,United Kingdom,Y
20881,Europe Jet,Europe Jet,EX,EU9,,France,Y
20923,COBALT,COBALT,,FCB,COBALT,Cyprus,Y
20931,Southern Airways Express,Sun Air Express,,LTD,LIGHTSPEED,United States,Y
20962,Orenburzhie,,,ORG,,Russia,Y
20976,World Scale Airlines,World Scale,W3,WSS,,United States,Y
20978,All America US,All America US,AG,SSA,,United States,Y
20986,University of Birmingham Air Squadron (RAF),8AEF RAF,,UAY,UAY,United Kingdom,Y
20991,Choice Airways,,,CSX,,United States,Y
20994,Aruba Airlines,,,ARU,,Aruba,Y
20995,BudgetAir,BudgetAir,1K,BG1,,Germany,Y
20996,Dynamic Airways,,,DYA,,United States,Y
21012,Fly One,Fly One,F5,FI5,,Moldova,Y
21021,Nordica,,EE,,REVAL,Estonia,Y
21036,Tez Jet Airlines,,,TEZ,,Kyrgyzstan,Y
21043,Kush Air,,,KUH,,South Sudan,Y
21124,ViaAir,Charter Air Transport,,SRY,Stingray,United States,Y
21131,All America BOPY,All America BOPY,0P,PYB,BOPY,Paraguay,Y
21179,Thai Vietjet Air,,,TVJ,THAIVIET JET,Thailand,Y
21248,GX Airlines,,,CBG,SPRAY,China,Y
21268,Jetgo Australia,,JG,,,Australia,Y
21270,Air Carnival,,2S,,,India,Y
21317,Svyaz Rossiya,Russian Commuter ,7R,SJM,RussianConnecty,Russia,Y
